"GEO";"GEO_OBJECT";"TRANS";"AGE";"EMPSTA_ENQ";"WORK_AREA";"RP_MEASURE";"FREQ";"OBS_STATUS";TIME_PERIOD;OBS_VALUE
"200073146";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;247,096959
"200041440";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;135,550375
"243800604";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1939,622518
"249100157";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;283,241354
"200069425";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1948,168484
"200073401";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;323,405357
"200071181";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;672,74814
"200090579";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;643,365515
"247600729";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;295,202326
"247300262";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;120,400876
"243301215";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;166,682653
"247103864";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;65,942809
"200041853";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;94,528863
"200018083";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;381,694668
"200043495";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1058,317932
"200071025";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;236,911072
"200065597";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;7576,596191
"200069433";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;294,094986
"200043354";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;325,691209
"248719361";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;185,713868
"240300657";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;76,81395
"200023737";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1619,744197
"200044253";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;323,955616
"200067361";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1204,656417
"200068641";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1413,341922
"240200576";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;452,792146
"200069060";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;199,642796
"200070449";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;552,978983
"245400262";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;824,664645
"200030674";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1240,466722
"200067049";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;259,250273
"200041499";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;354,794074
"200070852";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;392,383984
"200030658";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;369,118426
"249740085";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2627,72399
"248400053";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1567,143683
"200040392";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;3256,176261
"200034700";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1649,744099
"200068096";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;427,401479
"240100883";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1462,374246
"242320000";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;152,090332
"248719312";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;6222,792837
"249740119";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;5818,686183
"200071041";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;198,980817
"200035970";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;329,406869
"200070167";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;249,174162
"200057958";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;4347,891779
"242010056";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;3177,104976
"248000531";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;7335,180157
"245804497";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;87,518446
"246000376";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;782,923208
"200069615";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;246,337325
"200040509";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;593,788086
"200042703";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;310,057109
"242900801";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;730,285371
"243500774";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;438,752755
"244600573";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;115,409476
"200072007";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;208,319014
"200071405";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;382,939326
"200070282";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;293,308707
"200070753";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;961,634733
"243000593";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;443,637214
"248500589";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2303,47083
"248200099";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1813,759838
"241400415";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;840,12447
"200042604";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1044,531281
"200071512";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;491,777282
"200071199";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;239,253037
"200068484";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;476,325744
"247600786";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1610,615512
"240300558";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;139,472579
"200070571";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;60,414237
"200068963";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;201,776896
"200071900";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;406,863376
"200069755";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;778,318978
"243301165";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;184,872418
"242400935";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;128,083396
"200030633";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1496,605306
"200070506";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;171,947588
"248600413";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1379,697013
"243000569";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;328,881587
"247400112";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;308,56872
"245700695";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;276,38615
"246000764";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;907,342343
"200034825";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1053,881621
"200070514";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1828,849068
"200004802";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;339,285671
"244400537";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;195,008373
"247700701";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;574,468743
"200066785";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;678,787283
"200027027";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;419,073684
"200070720";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;394,021766
"200070647";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1018,27621
"247400567";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;174,375525
"244400586";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;285,724443
"248300550";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;878,128464
"241200567";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1299,978832
"200036499";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;213,641512
"200023794";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;344,215369
"200071652";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;75,737371
"200042901";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;740,030409
"200069664";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;280,856821
"200068773";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;303,555798
"200066033";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;389,790232
"200066389";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1628,647398
"247000664";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;372,098224
"246800569";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;904,491864
"241400878";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;319,635615
"200034130";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;264,725403
"200070308";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2417,385437
"200070332";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;414,523377
"246200299";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1776,575645
"247000011";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1389,460357
"248500621";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;526,437188
"200035764";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;378,892092
"200067940";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;725,206973
"200041325";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;404,220747
"200067650";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;308,424987
"200066157";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;688,866463
"245300223";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;259,760993
"244500427";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;548,4395
"243600327";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2135,409489
"244700449";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;94,912322
"200071470";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;371,274871
"200070688";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;414,185708
"200055655";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;6931,469286
"200034882";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2034,319238
"200069169";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;409,459268
"243100518";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;21887,376546
"200033298";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;667,75471
"200042497";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;394,003076
"200035723";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;189,657105
"200069417";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;238,925274
"200068856";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;142,307064
"242010130";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;437,586709
"247100639";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;109,047545
"241800507";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2632,271956
"247700057";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;3281,605268
"241200187";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2611,449985
"241700459";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;457,462772
"248400160";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;241,34296
"200039824";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;182,662543
"200066819";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;382,643425
"200040590";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2296,382972
"200071413";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1224,468776
"200070092";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1539,327354
"200007177";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;57,052671
"246000566";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;606,058023
"246800577";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;584,320522
"200066058";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1501,985689
"240500439";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1581,12353
"200066280";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;694,272392
"200084952";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;7538,259427
"247400583";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;251,207915
"244600482";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;209,642625
"247000367";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;99,030706
"243600293";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;118,801682
"242700607";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;312,683308
"246900625";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;605,758104
"245701404";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;365,256346
"200070324";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1292,462557
"240700617";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;70,380185
"244500203";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1314,777288
"200066728";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;221,125243
"200044030";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;515,400183
"200067791";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;808,31127
"200068104";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2188,287864
"200023240";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;734,473227
"200068120";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2445,874349
"200041507";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;589,302994
"200034379";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;653,657844
"200071843";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;794,731839
"243500618";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;235,34482
"200067999";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2996,259593
"200069250";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;4643,519314
"245100888";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;181,692707
"243100781";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;397,990858
"200068229";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;859,369501
"200044394";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;382,579319
"200039857";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1843,800675
"240200634";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;168,362563
"200071629";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;748,461729
"200035103";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;127,361622
"200035814";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1187,592814
"240500462";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;235,870447
"200070894";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;749,498946
"247700032";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;551,617156
"243400694";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;655,788456
"200040772";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;137,23897
"200069110";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;5298,984409
"200027100";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1191,635007
"200068468";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;588,029524
"244200895";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;283,946633
"244600532";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;148,795864
"243000296";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;349,476459
"242101459";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;177,682009
"200041879";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;174,837143
"200070944";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;422,251822
"246000582";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;666,886996
"246700744";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;243,852069
"242900629";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;223,549857
"246700926";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;567,079128
"247300254";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2160,954356
"248100497";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;143,964848
"243200417";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;323,818601
"243600319";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;370,651851
"247400666";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;241,379277
"200073427";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;567,427288
"200071967";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1184,223833
"200072320";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;136,656605
"248100745";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;73,905082
"249720053";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1503,964663
"246201016";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;297,005589
"248100430";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1704,394647
"200040038";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;118,762138
"200066322";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;687,79091
"200067932";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2903,632083
"240200469";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;299,451967
"200036150";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;234,469338
"243600350";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;372,848859
"240600585";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;4893,926934
"200067320";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;132,184991
"200066884";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;246,973711
"200071579";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;409,997468
"200072312";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1955,696764
"243900610";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;121,661252
"244500419";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;164,463089
"245300389";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;473,469195
"248500258";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;244,072868
"248200107";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;217,585139
"200070779";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;485,460673
"200006971";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;808,258402
"200067874";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2474,391099
"200071595";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;857,055187
"200071504";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;249,243325
"200040566";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1505,953726
"243500782";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2043,519945
"246000749";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;280,588238
"246800551";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;386,358268
"249720061";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2181,403869
"200068658";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;2165,028218
"200006682";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1915,144079
"200067486";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;330,480222
"200071645";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;172,14421
"200071371";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;260,266778
"200069953";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;759,091391
"200043404";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;616,314626
"200041721";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;297,106841
"246600449";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;415,34223
"245100979";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;153,127369
"247000821";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;120,431754
"200066330";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;297,806131
"200043602";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;1329,15461
"200069193";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;750,354547
"246600423";"EPCI";"2";"Y_GE15";"1";"_T";"POP";"A";"";2022;273,605753
